price,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,suburb_sqkm,suburb_lat,suburb_lng,suburb_elevation,cash_rate,property_inflation_index,km_from_cbd,sold_year,sold_month
1950000,Naremburn,2,3,2,165,Apartment / Unit / Flat,5884,67184,1.25,-33.81731,151.20149,77,0.1,220.1,5.36,2021.0,9.0
1330000,Thornleigh,1,3,1,604,House,8464,43160,3.87,-33.72225,151.08107,167,0.75,166.4,19.84,2019.0,11.0
3115000,Erskineville,2,4,0,186,House,8014,71812,0.808,-33.90226,151.18621,14,0.1,210.1,4.66,2021.0,6.0
770000,Oyster Bay,1,2,1,626,House,5488,47736,2.101,-34.0069,151.08096,11,1.5,171.9,19.73,2018.0,1.0
779000,Glen Alpine,2,4,2,900,House,4559,41912,5.362,-34.08767,150.7719,121,1.5,167.6,47.41,2016.0,10.0
839000,Peakhurst,1,4,1,490,House,10539,31876,3.707,-33.96181,151.05799,48,0.25,172.6,17.67,2020.0,9.0
1900000,Cranebrook,3,5,2,2000,House,15759,40716,14.949,-33.70698,150.70828,48,0.1,210.1,49.66,2021.0,12.0
2910000,Lilyfield,3,4,2,291,House,7616,58916,2.159,-33.87113,151.16107,37,0.1,220.1,4.57,2021.0,11.0
1150000,Lewisham,2,2,0,227,House,3164,48204,0.642,-33.8953,151.14668,25,0.1,220.1,6.74,2021.0,9.0
680000,Woy Woy,2,3,2,512,House,10643,25844,16.01,-33.50285,151.29727,123,1.5,172.7,40.99,2017.0,2.0
622000,St Clair,1,4,3,637,House,19897,38896,7.204,-33.79794,150.78794,59,1.0,166.4,39.76,2019.0,9.0
555000,Newtown,1,0,1,81,Studio,15029,55484,1.578,-33.89994,151.18038,24,1.5,176.6,4.73,2017.0,3.0
1900000,Cremorne,2,2,1,163,Apartment / Unit / Flat,11227,68952,1.627,-33.82708,151.22512,74,1.0,166.4,4.45,2019.0,9.0
1200000,Long Jetty,2,3,7,756,House,6390,28288,2.539,-33.35917,151.48543,10,0.1,220.1,61.67,2021.0,11.0
1100000,Fairfield Heights,1,3,1,769,House,7517,20696,1.474,-33.86713,150.94148,34,1.52,159.3,24.84,2016.0,8.0
2550000,Penshurst,2,6,2,1271,House,12786,34684,2.516,-33.96482,151.08475,62,0.1,220.1,16.01,2021.0,11.0
1306000,North Ryde,1,4,2,531,House,10860,36712,5.36,-33.79673,151.1332,59,1.5,169.8,10.39,2018.0,3.0
1600000,Budgewoi,3,4,2,676,House,3360,29120,2.814,-33.23957,151.56058,3,0.1,220.1,76.65,2021.0,9.0
1445000,Girraween,2,5,4,588,House,5590,35152,2.316,-33.80002,150.94399,58,0.1,210.1,25.65,2021.0,6.0
1630000,Chifley,2,3,0,564,House,3233,36452,1.057,-33.97034,151.23962,28,0.25,167.6,11.99,2020.0,11.0
2350000,Beaumont Hills,3,5,2,701,House,9042,46488,3.19,-33.69788,150.94161,67,0.1,220.1,31.01,2021.0,12.0
1980200,Fairlight,2,3,1,278,Semi-Detached,5840,65000,1.168,-33.79412,151.27428,38,1.5,167.6,9.88,2016.0,10.0
3010000,St Ives,2,3,2,587,House,17300,48464,14.264,-33.72491,151.16978,167,0.1,183.1,15.99,2021.0,2.0
1337000,Terrigal,2,3,1,315,Townhouse,11349,38168,8.691,-33.44581,151.42873,68,0.1,197.9,50.75,2021.0,4.0
780000,Seven Hills,1,3,2,658,House,19326,33540,9.629,-33.77743,150.94272,38,0.1,197.9,26.58,2021.0,3.0
4200000,Whale Beach,1,2,1,1098,House,253,63128,0.497,-33.6134,151.33282,1,1.5,172.7,30.16,2017.0,1.0
845000,Killarney Vale,2,4,2,620,House,7216,30108,3.018,-33.36629,151.4607,8,1.5,171.9,60.03,2017.0,12.0
1550000,Forest Lodge,1,3,0,101,House,4583,55276,0.445,-33.88032,151.18079,16,1.5,166.6,3.18,2018.0,8.0
1475000,Kingsford,2,3,2,308,Townhouse,15482,24908,1.987,-33.9259,151.22847,27,1.5,153.5,6.95,2019.0,5.0
1985000,Dolls Point,2,6,4,588,House,1661,45136,0.22,-33.99339,151.14479,6,1.0,166.4,15.45,2019.0,9.0
4360000,Eastwood,2,4,1,1467,House,17865,30368,5.194,-33.78849,151.08514,75,0.1,220.1,14.34,2021.0,11.0
1540000,North Avoca,3,5,2,575,House,2200,45084,1.497,-33.45608,151.43598,18,0.1,197.9,49.98,2021.0,5.0
695000,St Leonards,1,1,0,55,Apartment / Unit / Flat,5495,72072,0.801,-33.82233,151.19286,85,1.75,159.3,5.0,2016.0,7.0
410000,Kanwal,1,3,1,699,House,4099,25116,2.433,-33.26125,151.48444,37,1.5,166.6,71.67,2018.0,7.0
1228888,Bella Vista,2,3,2,384,House,7837,43784,3.8,-33.74234,150.95464,101,1.02,159.0,27.28,2019.0,7.0
1970000,Penrith,1,2,1,1574,House,13295,32240,12.202,-33.74515,150.68955,26,0.1,210.1,49.99,2021.0,6.0
1910000,Hurstville Grove,2,4,2,638,House,2663,37180,0.948,-33.97709,151.09318,40,0.1,220.1,16.45,2021.0,12.0
1110000,Norah Head,2,4,2,754,House,1129,37180,4.25,-33.28409,151.56381,22,0.25,172.6,72.34,2020.0,9.0
2975000,Avalon Beach,2,4,3,752,House,9905,43628,5.131,-33.62899,151.32686,46,0.1,220.1,28.35,2021.0,10.0
1095000,West Hoxton,2,4,2,601,House,10012,36764,6.708,-33.93142,150.83406,66,0.1,220.1,35.53,2021.0,11.0
752650,Ingleburn,1,4,1,556,House,15039,33124,12.454,-34.0051,150.8581,41,0.1,197.9,36.04,2021.0,3.0
1303000,Leichhardt,1,2,0,181,House,14625,56784,2.595,-33.88143,151.15595,31,0.1,220.1,5.31,2021.0,10.0
1605000,Cawdor,2,4,2,5268,House,434,42172,28.321,-34.09589,150.66638,115,1.5,166.6,56.37,2018.0,6.0
3560888,Riverview,2,5,2,605,House,3354,51740,1.372,-33.82437,151.16033,37,0.25,172.6,6.44,2020.0,10.0
615000,North Gosford,2,4,0,721,House,3700,32708,1.916,-33.41886,151.35564,25,1.5,171.9,51.31,2017.0,12.0
1005000,Narellan Vale,2,4,2,756,House,7193,40352,2.481,-34.05177,150.74372,98,0.1,197.9,47.8,2021.0,5.0
1165000,Roselands,1,3,2,746,House,11579,28288,2.745,-33.93329,151.07526,54,1.5,176.6,14.57,2017.0,5.0
2310000,Beacon Hill,2,4,3,556,House,7457,41288,2.605,-33.75228,151.25889,119,0.1,220.1,13.32,2021.0,10.0
1900000,Arncliffe,2,3,3,697,House,10590,32708,2.943,-33.93868,151.14572,32,0.1,220.1,10.09,2021.0,11.0
1150000,Hammondville,2,4,2,816,House,3493,32292,1.818,-33.95082,150.95833,14,1.5,167.6,25.13,2016.0,10.0
1010000,Riverstone,2,4,1,338,House,7247,36764,22.465,-33.66886,150.85969,28,0.1,220.1,39.07,2021.0,11.0
2021000,Epping,2,3,2,674,House,23688,37024,6.838,-33.77377,151.07681,101,0.1,210.1,15.95,2021.0,12.0
4150000,Sydney,2,3,2,186,Apartment / Unit / Flat,17252,35412,2.94,-33.86794,151.20998,65,1.5,167.6,0.31,2016.0,11.0
2500000,Jannali,2,4,4,569,House,6184,40560,2.496,-34.01586,151.06319,76,0.1,210.1,21.53,2021.0,8.0
2010000,Asquith,3,5,3,790,House,3376,40924,3.502,-33.68827,151.11987,153,1.5,166.6,21.32,2018.0,6.0
900000,Chester Hill,1,3,1,626,House,12814,23504,3.976,-33.88004,150.99733,46,0.43,165.9,19.74,2020.0,3.0
695000,Ingleburn,2,5,1,556,House,15039,33124,12.454,-34.0051,150.8581,41,1.77,155.2,36.04,2016.0,5.0
1140000,Schofields,2,4,2,478,House,4983,42744,13.875,-33.70583,150.8735,29,0.1,220.1,35.82,2021.0,12.0
1620000,The Entrance North,3,4,3,670,House,1474,31148,1.018,-33.33333,151.50775,0,0.1,210.1,65.14,2021.0,8.0
1300000,Beecroft,1,2,2,1012,House,9396,47112,5.117,-33.75342,151.06372,130,1.28,159.0,18.35,2019.0,6.0
1000000,Northmead,3,4,1,584,House,11215,40924,4.286,-33.78379,150.99349,49,1.5,176.6,21.97,2017.0,3.0
940000,Berowra,1,3,1,700,House,4721,44200,8.297,-33.62806,151.15004,194,1.52,159.3,26.88,2016.0,8.0
1800000,Penshurst,2,4,1,556,House,12786,34684,2.516,-33.96482,151.08475,62,0.1,220.1,16.01,2021.0,12.0
3341000,Killcare,1,3,1,1005,House,473,38584,1.657,-33.52117,151.36366,6,0.1,197.9,40.73,2021.0,4.0
2220000,Tumbi Umbi,5,7,9,6782,Rural,5108,32344,13.109,-33.37857,151.42921,161,1.5,169.8,57.68,2018.0,5.0
1302000,Wentworthville,2,4,2,588,House,11318,34320,3.101,-33.80641,150.96973,26,0.1,220.1,23.17,2021.0,10.0
2020000,Phillip Bay,1,3,2,723,House,704,37284,0.626,-33.97947,151.23111,16,0.43,165.9,12.83,2020.0,3.0
1440000,Hurlstone Park,2,3,1,240,House,4692,39624,1.201,-33.91005,151.12854,28,0.11,172.6,9.03,2020.0,11.0
1335000,Auburn,2,4,3,674,House,37366,22568,8.564,-33.85787,151.02827,33,0.1,220.1,16.83,2021.0,11.0
540000,Cranebrook,1,3,2,610,House,15759,40716,14.949,-33.70698,150.70828,48,1.5,153.5,49.66,2019.0,5.0
1065000,Newtown,1,2,0,134,House,15029,55484,1.578,-33.89994,151.18038,24,0.75,166.4,4.73,2019.0,11.0
3050000,Pymble,4,5,2,1043,House,11051,53300,6.568,-33.74511,151.1397,130,1.5,174.0,14.82,2017.0,9.0
535000,Bensville,1,3,1,556,House,2545,36764,4.925,-33.49914,151.39045,27,2.0,150.9,43.91,2016.0,1.0
1795000,Church Point,4,5,3,911,House,997,54132,0.721,-33.65154,151.28137,73,1.5,153.5,24.6,2019.0,3.0
1090000,Bankstown,1,3,2,556,House,32113,23556,6.393,-33.91991,151.03125,21,0.1,197.9,17.61,2021.0,5.0
1280000,Springwood,3,6,2,3358,House,8475,37544,19.395,-33.69209,150.57478,370,0.1,220.1,61.88,2021.0,10.0
1300000,Revesby Heights,1,3,2,588,House,1667,44564,0.801,-33.96919,151.01822,36,0.1,220.1,21.15,2021.0,11.0
1795000,Potts Hill,3,5,9,1183,House,893,40820,1.128,-33.89271,151.03275,59,1.5,171.9,16.67,2017.0,12.0
799000,Glenmore Park,2,4,1,301,House,23004,45916,9.74,-33.79317,150.68049,54,0.1,197.9,49.65,2021.0,5.0
1039000,Lansvale,3,5,2,569,House,2570,25376,2.893,-33.89877,150.96071,5,2.0,150.9,23.35,2016.0,2.0
360000,Mannering Park,1,3,1,670,House,2472,28964,7.129,-33.16376,151.5404,7,1.5,176.6,83.63,2017.0,5.0
1100000,Rouse Hill,2,4,2,715,House,7965,45812,10.638,-33.67757,150.91278,45,1.5,153.5,34.5,2019.0,3.0
1560000,Saratoga,3,4,4,512,House,3938,36244,2.373,-33.47576,151.3525,7,0.1,210.1,45.17,2021.0,11.0
2100000,Killcare Heights,3,4,2,1055,House,745,40716,2.146,-33.52256,151.37418,127,0.1,210.1,40.94,2021.0,6.0
2080000,Denistone,1,3,2,682,House,3751,40040,1.508,-33.79872,151.08981,58,0.1,197.9,13.34,2021.0,5.0
1430000,Kingswood,1,3,1,1012,House,9301,33228,4.782,-33.76129,150.72784,42,0.1,210.1,46.09,2021.0,10.0
1250000,Kanwal,3,6,2,706,House,4099,25116,2.433,-33.26125,151.48444,37,0.1,220.1,71.67,2021.0,9.0
880000,Prospect,3,5,1,322,House,4716,37544,13.776,-33.81244,150.90067,57,1.5,172.7,29.21,2017.0,1.0
1115000,Kariong,2,5,1,612,House,6385,36556,25.793,-33.45559,151.27311,189,0.1,220.1,45.8,2021.0,10.0
1100000,Riverstone,2,4,1,355,New House & Land,7247,36764,22.465,-33.66886,150.85969,28,0.1,220.1,39.07,2021.0,11.0
1585000,Bella Vista,3,5,2,725,House,7837,43784,3.8,-33.74234,150.95464,101,1.0,159.0,27.28,2019.0,8.0
2560000,Burwood Heights,2,4,3,683,House,989,32292,0.226,-33.8894,151.10403,47,1.5,174.2,10.16,2017.0,12.0
1475100,Castle Hill,2,4,1,695,House,39594,40924,18.81,-33.72933,150.99777,112,0.76,166.4,24.76,2019.0,10.0
2600000,Cromer,3,5,3,1012,House,7592,40144,6.206,-33.73041,151.26832,32,1.5,166.6,15.89,2018.0,8.0
740000,Camden South,2,4,2,841,House,4539,39832,4.236,-34.08232,150.70072,82,1.5,169.8,52.86,2018.0,4.0
2000000,Cabramatta,3,7,2,1094,House,21783,20644,5.042,-33.89828,150.93609,14,0.25,167.6,25.6,2020.0,6.0
1605000,Bondi,1,2,0,190,House,10045,57356,0.865,-33.89314,151.26703,61,1.5,153.5,6.13,2019.0,3.0
992000,Wamberal,2,4,2,809,House,6550,41496,8.769,-33.41339,151.43838,95,1.5,174.0,54.41,2017.0,10.0
750000,Fairfield,2,4,1,655,House,18081,20592,4.43,-33.86904,150.95102,17,1.0,166.4,23.96,2019.0,9.0
2372000,Gymea,1,3,1,770,House,7589,42900,2.185,-34.03656,151.0841,74,0.1,220.1,22.29,2021.0,9.0
1260000,Rydalmere,1,3,1,803,House,6642,33540,3.8,-33.81378,151.03784,13,1.0,159.0,16.91,2019.0,8.0
2850000,Epping,4,6,2,752,House,23688,37024,6.838,-33.77377,151.07681,101,0.1,220.1,15.95,2021.0,12.0
3920000,Warrawee,3,5,2,1326,House,2995,51636,1.338,-33.72878,151.12144,187,0.1,197.9,17.2,2021.0,4.0
800000,Miranda,1,3,2,220,Villa,15284,38272,4.676,-34.03262,151.10521,23,1.5,174.2,20.95,2017.0,7.0
531675,East Gosford,1,3,1,765,House,4238,31252,2.079,-33.43514,151.35463,15,1.5,160.5,49.55,2018.0,11.0
1360000,Berala,2,4,2,626,House,9049,24544,2.128,-33.87461,151.03345,34,0.1,220.1,16.36,2021.0,12.0
2380000,Artarmon,2,4,2,697,House,9523,53456,2.535,-33.81194,151.18498,88,1.5,160.5,6.34,2018.0,9.0
1035501,Kearns,3,5,2,963,House,2745,40092,2.359,-34.01979,150.80135,87,0.1,210.1,41.48,2021.0,11.0
1345000,Parklea,2,4,4,427,House,3465,43004,1.061,-33.72521,150.91722,81,0.1,220.1,31.23,2021.0,9.0
1150000,Edensor Park,3,5,2,569,House,9772,25376,3.096,-33.87884,150.87759,56,0.1,197.9,30.78,2021.0,5.0
2416000,Cremorne Point,1,3,0,133,Apartment / Unit / Flat,2409,76024,0.428,-33.84252,151.22795,43,0.1,197.9,3.01,2021.0,3.0
1955000,Lewisham,1,3,1,316,House,3164,48204,0.642,-33.8953,151.14668,25,0.1,197.9,6.74,2021.0,5.0
1880000,East Killara,2,4,1,835,House,2978,38428,3.19,-33.75738,151.18183,78,1.5,167.6,12.23,2016.0,12.0
1180000,Mount Druitt,1,4,5,1062,House,16726,26000,6.256,-33.76791,150.8136,48,0.1,220.1,38.24,2021.0,10.0
2355000,Ashbury,3,4,2,580,House,3329,38636,1.031,-33.90113,151.11777,21,1.5,166.6,9.41,2018.0,7.0
490000,Bradbury,1,3,1,666,House,8800,31980,3.734,-34.08405,150.81805,126,0.25,167.6,43.6,2020.0,6.0
1575000,Port Hacking,1,3,1,803,House,1093,55120,0.407,-34.06694,151.1244,52,0.25,172.6,23.74,2020.0,10.0
1115000,Umina Beach,2,4,3,620,House,16733,29380,6.988,-33.5194,151.31264,8,0.1,197.9,39.51,2021.0,4.0
4350000,Pyrmont,2,3,2,193,Apartment / Unit / Flat,12813,57772,0.933,-33.86923,151.19249,27,0.25,167.6,1.67,2020.0,8.0
4870000,Seaforth,3,6,4,1000,House,7139,55224,3.108,-33.79114,151.2431,86,1.5,169.8,8.76,2018.0,3.0
1400000,Wakeley,3,4,2,667,House,4746,23972,1.629,-33.87381,150.90868,32,0.1,220.1,27.89,2021.0,11.0
1688888,Yowie Bay,2,3,2,569,House,3074,45292,1.205,-34.05003,151.10248,50,0.1,210.1,22.79,2021.0,6.0
2310000,Paddington,2,3,0,133,Terrace,12911,73944,1.627,-33.88334,151.22781,53,1.75,159.3,2.61,2016.0,12.0
1120000,Panania,2,4,1,278,House,12419,34216,4.751,-33.95493,150.99524,18,1.5,176.6,22.21,2017.0,5.0
520000,Penrith,1,3,1,376,House,13295,32240,12.202,-33.74515,150.68955,26,1.5,174.0,49.99,2017.0,9.0
779000,Oran Park,2,4,2,390,House,4765,50336,13.744,-33.99074,150.74247,81,1.5,169.8,45.41,2018.0,12.0
1170000,Surry Hills,1,1,0,34,House,16412,60320,1.316,-33.88447,151.21001,36,1.5,174.0,2.14,2017.0,9.0
2325005,Warriewood,2,5,5,1012,House,7501,45552,4.195,-33.68907,151.29762,8,0.1,220.1,21.15,2021.0,10.0
1720000,Revesby,3,5,1,370,Semi-Detached,14176,31616,5.608,-33.94767,151.01233,14,0.1,220.1,20.44,2021.0,10.0
2150000,Wareemba,3,5,4,658,House,1546,42172,0.317,-33.85759,151.13219,21,1.5,153.5,7.24,2019.0,3.0
2500000,Cromer,3,4,2,560,House,7592,40144,6.206,-33.73041,151.26832,32,0.1,220.1,15.89,2021.0,10.0
961000,Wolli Creek,2,2,1,119,Apartment / Unit / Flat,6394,42432,0.661,-33.93166,151.15389,3,0.75,169.6,9.02,2020.0,2.0
2120000,Bangor,3,5,3,1079,House,5568,44096,3.922,-34.01671,151.03226,100,0.1,210.1,23.5,2021.0,8.0
755000,Cranebrook,2,4,3,646,House,15759,40716,14.949,-33.70698,150.70828,48,0.11,172.6,49.66,2020.0,11.0
1418000,Rozelle,1,2,0,70,House,8725,75764,1.834,-33.86465,151.17428,17,0.25,172.6,3.3,2020.0,9.0
1190000,Prairiewood,3,5,2,560,House,3246,23088,2.134,-33.86527,150.90773,33,0.1,220.1,27.96,2021.0,10.0
2275000,Homebush,2,4,2,923,House,7007,37908,2.503,-33.86058,151.07927,17,1.0,166.4,12.1,2019.0,9.0
1150000,Camden,1,3,1,1069,House,3230,37492,4.638,-34.05877,150.69373,82,0.1,183.1,52.32,2021.0,10.0
5450000,Strathfield,5,5,2,1012,House,25813,34424,6.572,-33.87913,151.08118,43,0.1,220.1,12.01,2021.0,12.0
2550000,North Manly,2,5,2,694,House,3090,45552,1.069,-33.77616,151.275,33,0.25,172.6,11.56,2020.0,11.0
1070000,Cecil Hills,2,4,1,583,House,7018,34944,6.218,-33.88752,150.84426,63,0.1,220.1,33.92,2021.0,12.0
1300000,Carlingford,3,4,2,720,House,24394,33696,8.528,-33.77523,151.0454,102,1.5,153.5,18.2,2019.0,4.0
4550000,Rodd Point,1,2,1,386,House,1376,44876,0.374,-33.86584,151.14375,10,0.1,220.1,6.12,2021.0,12.0
1210000,Strathfield,1,3,1,260,House,25813,34424,6.572,-33.87913,151.08118,43,1.02,159.0,12.01,2019.0,7.0
1500000,Marsden Park,3,4,2,375,House,1008,32500,23.354,-33.69979,150.81845,36,0.1,220.1,40.63,2021.0,11.0
715000,Georges Hall,2,3,2,230,Townhouse,9038,29640,3.323,-33.90761,150.98902,23,1.5,167.6,20.97,2016.0,9.0
1400000,Rosemeadow,2,4,5,5592,House,7862,32864,2.976,-34.10624,150.79181,149,0.25,172.6,46.98,2020.0,9.0
1481000,Saratoga,1,2,2,1252,House,3938,36244,2.373,-33.47576,151.3525,7,1.5,174.0,45.17,2017.0,9.0
780000,St Clair,1,3,2,803,House,19897,38896,7.204,-33.79794,150.78794,59,0.1,183.1,39.76,2020.0,12.0
2010000,Yowie Bay,2,3,1,607,House,3074,45292,1.205,-34.05003,151.10248,50,0.1,197.9,22.79,2021.0,4.0
727000,Rozelle,1,1,1,67,Apartment / Unit / Flat,8725,75764,1.834,-33.86465,151.17428,17,1.52,159.3,3.3,2016.0,8.0
1440000,Lapstone,1,3,1,840,House,961,43524,1.399,-33.77461,150.63551,178,0.1,220.1,54.12,2021.0,10.0
1911000,Smithfield,5,6,2,600,House,11972,23764,8.915,-33.84836,150.93847,25,0.1,220.1,25.19,2021.0,10.0
931500,East Hills,3,5,1,360,House,3206,34268,1.427,-33.96119,150.98818,9,1.5,167.6,23.11,2016.0,11.0
1170000,Milperra,2,3,4,550,House,3952,36244,5.371,-33.94109,150.98349,15,0.1,220.1,22.57,2021.0,9.0
700000,Bass Hill,1,3,2,556,House,9069,24388,2.929,-33.90028,150.99309,40,1.28,159.0,20.43,2019.0,6.0
2055000,Avalon Beach,3,5,2,718,House,9905,43628,5.131,-33.62899,151.32686,46,2.0,155.2,28.35,2016.0,3.0
1045000,Jordan Springs,2,5,2,470,House,5156,50076,3.981,-33.72309,150.73341,44,0.1,197.9,46.85,2021.0,3.0
2435000,Hunters Hill,2,4,2,700,House,9528,48828,3.632,-33.83054,151.14729,2,1.5,167.6,6.95,2016.0,10.0
4200000,Warriewood,3,4,2,557,House,7501,45552,4.195,-33.68907,151.29762,8,0.1,220.1,21.15,2021.0,12.0
1800000,Davidson,2,4,2,715,House,2849,45292,2.567,-33.7395,151.19204,137,0.11,172.6,14.03,2020.0,11.0
610000,Ambarvale,2,4,2,679,House,7374,28912,2.882,-34.089,150.79408,118,1.5,160.5,45.75,2018.0,10.0
1286000,Auburn,1,3,1,581,House,37366,22568,8.564,-33.85787,151.02827,33,0.1,220.1,16.83,2021.0,11.0
1002000,Cranebrook,3,5,2,952,House,15759,40716,14.949,-33.70698,150.70828,48,0.1,210.1,49.66,2021.0,6.0
1840000,Hornsby Heights,2,4,3,930,House,6305,43576,10.218,-33.6556,151.10003,201,0.1,220.1,25.37,2021.0,10.0
1460000,West Pennant Hills,2,3,3,595,House,16374,45500,9.292,-33.74763,151.03335,109,0.1,183.1,20.91,2021.0,1.0
1830000,Haberfield,1,3,3,461,House,6457,41652,2.383,-33.87968,151.1391,21,1.5,167.6,6.75,2016.0,9.0
1820000,Kyle Bay,0,0,0,581,Vacant land,1035,47528,0.369,-33.98937,151.10096,12,0.75,166.4,17.07,2019.0,11.0
979990,Harrington Park,2,4,2,702,House,10663,44668,8.004,-34.02561,150.73523,74,1.5,176.6,47.35,2017.0,5.0
935000,Woodcroft,3,5,2,500,House,6440,40768,1.693,-33.75523,150.88065,38,1.75,159.3,32.83,2016.0,6.0
5100000,Watsons Bay,2,4,2,420,House,850,54184,0.608,-33.83992,151.28174,33,0.75,169.6,7.21,2020.0,2.0
575000,Bateau Bay,2,4,1,562,House,12146,30316,6.938,-33.38486,151.47128,31,1.28,159.0,58.53,2019.0,6.0
765000,Camden South,3,5,2,879,House,4539,39832,4.236,-34.08232,150.70072,82,1.5,169.8,52.86,2018.0,4.0
3080000,Wahroonga,3,5,1,1212,House,17371,47424,9.766,-33.72353,151.11725,194,0.1,220.1,17.9,2021.0,11.0
560000,Leumeah,2,3,2,560,House,9835,32292,4.055,-34.05375,150.83957,81,1.5,174.0,40.12,2017.0,10.0
590000,Mount Pritchard,1,3,2,639,House,9955,24128,3.094,-33.90435,150.90114,46,1.5,167.6,28.89,2016.0,10.0
1112000,Gledswood Hills,2,4,2,400,House,22,14248,4.072,-34.0137,150.78383,118,0.1,220.1,42.7,2021.0,11.0
2700000,Green Point,4,4,6,2106,House,6405,31824,8.455,-33.45321,151.38285,46,0.1,183.1,48.42,2020.0,12.0
1531000,Winston Hills,1,4,2,600,House,11674,40352,4.739,-33.77692,150.98008,77,0.1,220.1,23.42,2021.0,10.0
1200000,Como,2,3,2,279,Villa,3977,49296,1.598,-34.00258,151.0648,42,0.1,220.1,20.31,2021.0,11.0
1250000,Sydney,2,2,1,128,Apartment / Unit / Flat,17252,35412,2.94,-33.86794,151.20998,65,1.28,159.0,0.31,2019.0,6.0
1040000,Oxley Park,4,10,4,2198,House,3112,33020,1.271,-33.77068,150.79565,41,1.02,159.0,39.76,2019.0,7.0
722000,Green Point,1,4,1,551,House,6405,31824,8.455,-33.45321,151.38285,46,0.43,165.9,48.42,2020.0,3.0
800000,Ermington,2,3,1,189,Townhouse,10737,33644,4.135,-33.8105,151.06162,40,0.25,172.6,15.0,2020.0,10.0
1080000,Campbelltown,2,4,2,475,House,12566,30628,11.391,-34.06338,150.80766,65,0.1,210.1,43.19,2021.0,7.0
1600000,Wyoming,5,6,6,778,House,10134,29380,7.138,-33.40534,151.3625,32,0.1,220.1,52.93,2021.0,10.0
2050000,Darlington,1,3,2,152,Terrace,3097,25272,0.381,-33.89089,151.19334,24,0.1,197.9,3.24,2021.0,3.0
1130000,Como,1,3,2,550,House,3977,49296,1.598,-34.00258,151.0648,42,1.52,159.3,20.31,2016.0,8.0
900000,Penrith,2,6,2,1112,House,13295,32240,12.202,-33.74515,150.68955,26,1.5,174.0,49.99,2017.0,9.0
729988,Stanhope Gardens,2,4,2,240,Townhouse,9163,45864,2.84,-33.71551,150.92733,64,0.75,169.6,30.99,2020.0,1.0
1620000,Cherrybrook,2,5,3,720,House,18765,39936,8.26,-33.72178,151.04593,156,1.5,160.5,21.99,2018.0,9.0
2515000,Leichhardt,3,4,2,234,Townhouse,14625,56784,2.595,-33.88143,151.15595,31,0.1,220.1,5.31,2021.0,11.0
1500000,Woronora,1,2,2,1037,House,2201,45708,1.881,-34.02316,151.04252,84,0.1,220.1,23.38,2021.0,12.0
1067000,North Avoca,2,3,2,670,House,2200,45084,1.497,-33.45608,151.43598,18,0.1,197.9,49.98,2021.0,5.0
1560000,Castle Hill,2,4,2,930,House,39594,40924,18.81,-33.72933,150.99777,112,0.1,183.1,24.76,2020.0,12.0
2100000,Chipping Norton,4,9,9,1694,House,9001,35880,7.133,-33.91492,150.95681,9,1.75,159.3,24.05,2016.0,7.0
690000,Jordan Springs,2,4,2,375,House,5156,50076,3.981,-33.72309,150.73341,44,1.5,167.6,46.85,2016.0,9.0
1203000,Casula,2,4,2,680,House,15662,30368,7.072,-33.95198,150.89671,44,0.1,220.1,30.52,2021.0,12.0
3290000,Lindfield,1,3,2,866,House,9791,51064,5.131,-33.78063,151.16255,80,0.1,220.1,10.35,2021.0,11.0
1450000,Ingleburn,2,6,2,2318,House,15039,33124,12.454,-34.0051,150.8581,41,1.28,159.0,36.04,2019.0,12.0
1560000,Davidson,3,4,2,813,House,2849,45292,2.567,-33.7395,151.19204,137,0.25,167.6,14.03,2020.0,6.0
1002000,Silverwater,1,3,2,439,House,4166,37024,2.7,-33.83414,151.04521,7,0.1,220.1,15.62,2021.0,12.0
2460000,Newtown,2,4,1,302,House,15029,55484,1.578,-33.89994,151.18038,24,0.1,220.1,4.73,2021.0,12.0
2250000,Jordan Springs,3,5,6,2180,House,5156,50076,3.981,-33.72309,150.73341,44,0.1,220.1,46.85,2021.0,9.0
1180000,Denham Court,2,4,2,450,House,1981,30056,13.427,-33.98157,150.8294,98,0.1,220.1,37.48,2021.0,12.0
545000,East Gosford,1,3,0,1024,House,4238,31252,2.079,-33.43514,151.35463,15,2.0,155.2,49.55,2016.0,3.0
4125000,Crows Nest,3,4,3,405,House,4798,70304,0.762,-33.82557,151.20362,97,0.1,197.9,4.43,2021.0,3.0
3590000,Kensington,1,4,2,536,House,15004,26728,2.669,-33.91291,151.22388,28,0.1,220.1,5.45,2021.0,10.0
2650000,Cammeray,3,3,1,342,House,7006,72020,1.553,-33.82277,151.21527,66,1.5,160.5,4.73,2018.0,10.0
4425000,Bayview,3,4,2,828,House,3620,40300,3.74,-33.66062,151.28882,113,0.1,197.9,23.83,2021.0,12.0
2220000,Kogarah Bay,3,6,3,561,House,2022,36504,0.665,-33.9826,151.12424,19,1.0,159.0,15.25,2019.0,12.0
1260000,Narara,3,4,2,690,House,7934,34632,8.242,-33.39553,151.33681,10,0.1,197.9,53.4,2021.0,4.0
1040000,Budgewoi,2,4,4,777,House,3360,29120,2.814,-33.23957,151.56058,3,0.1,210.1,76.65,2021.0,7.0
1255000,Beaconsfield,1,2,0,177,House,987,62244,0.173,-33.91151,151.20017,20,0.25,167.6,5.22,2020.0,6.0
