price,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,suburb_sqkm,suburb_lat,suburb_lng,suburb_elevation,cash_rate,property_inflation_index,km_from_cbd,sold_year,sold_month
1700000,Darlinghurst,2,2,1,125,Apartment / Unit / Flat,11320,66820,0.857,-33.8794,151.22078,50,1.5,174.0,1.87,2017.0,11.0
2050000,Redfern,2,4,1,126,House,13213,51532,1.172,-33.89313,151.20653,40,0.1,210.1,3.12,2021.0,8.0
1100000,Wyongah,2,4,2,575,House,2020,32448,1.068,-33.27022,151.48554,22,0.1,220.1,70.78,2021.0,12.0
2470000,Cherrybrook,3,6,2,730,House,18765,39936,8.26,-33.72178,151.04593,156,0.1,220.1,21.99,2021.0,11.0
4350000,Bronte,2,4,1,354,House,6733,65572,1.331,-33.90426,151.26358,71,0.1,210.1,6.59,2021.0,7.0
810000,Marsfield,1,2,1,177,Villa,13297,32448,3.863,-33.77752,151.10509,87,0.25,167.6,13.73,2020.0,8.0
875000,Panania,2,3,1,556,House,12419,34216,4.751,-33.95493,150.99524,18,2.0,150.9,22.21,2016.0,2.0
1520000,Mount Colah,1,3,2,700,House,7095,43056,11.062,-33.66638,151.12988,117,0.1,220.1,23.26,2021.0,10.0
3200000,Glebe,3,3,2,288,House,11532,43368,1.693,-33.87781,151.18626,29,1.5,174.0,2.6,2017.0,9.0
2056000,Maroubra,2,3,3,363,House,30688,40248,5.923,-33.94543,151.24625,32,0.75,169.6,9.52,2020.0,2.0
901000,Kings Langley,1,3,4,690,House,9353,42900,3.667,-33.75075,150.93583,81,0.75,169.6,28.37,2019.0,12.0
2600000,Pearl Beach,1,3,1,550,House,536,35568,1.257,-33.54226,151.30629,12,0.1,220.1,36.91,2021.0,11.0
435000,Budgewoi,2,3,1,569,House,3360,29120,2.814,-33.23957,151.56058,3,2.0,155.2,76.65,2016.0,4.0
1756000,Oyster Bay,2,4,3,582,House,5488,47736,2.101,-34.0069,151.08096,11,0.1,220.1,19.73,2021.0,10.0
810000,South Penrith,3,5,3,651,House,11790,37024,5.06,-33.7734,150.69863,50,0.75,166.4,48.41,2019.0,11.0
1660000,Kellyville,2,4,2,406,House,27971,46228,18.645,-33.69583,150.95622,78,0.1,197.9,30.08,2021.0,4.0
460000,Ingleburn,1,3,1,250,Villa,15039,33124,12.454,-34.0051,150.8581,41,1.5,174.0,36.04,2017.0,9.0
1320000,Bonnet Bay,2,5,1,597,House,2262,49868,1.13,-34.01049,151.054,45,0.1,183.1,21.63,2021.0,2.0
3135000,Warrawee,3,5,3,936,House,2995,51636,1.338,-33.72878,151.12144,187,0.1,210.1,17.2,2021.0,12.0
1103500,Canley Vale,3,5,1,534,House,10216,20592,2.887,-33.88495,150.95058,11,0.1,197.9,24.09,2021.0,10.0
2870000,Homebush,1,3,1,551,House,7007,37908,2.503,-33.86058,151.07927,17,0.1,220.1,12.1,2021.0,10.0
3250000,Freshwater,3,3,2,840,House,8866,57044,1.782,-33.77603,151.28481,18,0.1,210.1,12.07,2021.0,6.0
2100000,Woolooware,1,2,1,556,House,3962,44408,1.86,-34.0446,151.1403,16,0.1,220.1,20.92,2021.0,10.0
1230000,Richmond,3,4,3,895,House,5482,32812,26.813,-33.60517,150.75869,22,0.25,172.6,50.79,2020.0,10.0
745000,Killarney Vale,4,5,2,758,House,7216,30108,3.018,-33.36629,151.4607,8,0.25,167.6,60.03,2020.0,6.0
3970000,St Ives,4,6,2,1056,House,17300,48464,14.264,-33.72491,151.16978,167,0.75,169.6,15.99,2020.0,2.0
2932000,Eastwood,2,4,2,954,House,17865,30368,5.194,-33.78849,151.08514,75,0.1,220.1,14.34,2021.0,12.0
1015000,Umina Beach,2,3,2,525,House,16733,29380,6.988,-33.5194,151.31264,8,0.1,220.1,39.51,2021.0,12.0
1585000,Harrington Park,2,6,2,702,House,10663,44668,8.004,-34.02561,150.73523,74,0.1,220.1,47.35,2021.0,10.0
9125000,Tamarama,2,3,2,580,House,1622,73528,0.3,-33.89903,151.27112,26,0.25,167.6,6.8,2020.0,6.0
1755000,East Lindfield,2,4,2,1200,House,3711,47788,2.331,-33.76741,151.18832,107,1.5,154.2,11.02,2019.0,2.0
1495000,Kareela,2,3,2,563,House,3459,41132,1.6,-34.01795,151.0826,37,0.1,220.1,20.63,2021.0,9.0
1070000,Faulconbridge,3,4,3,4300,House,4025,41184,14.932,-33.68513,150.55384,405,1.5,174.0,63.97,2017.0,9.0
2200000,Gladesville,2,3,1,594,House,11827,48568,3.507,-33.82789,151.12645,46,1.5,174.2,8.76,2017.0,7.0
1472500,Marsden Park,3,5,2,363,House,1008,32500,23.354,-33.69979,150.81845,36,0.1,220.1,40.63,2021.0,10.0
1920000,Glebe,1,3,1,125,House,11532,43368,1.693,-33.87781,151.18626,29,1.5,174.2,2.6,2017.0,8.0
1010000,Cecil Hills,2,4,2,421,House,7018,34944,6.218,-33.88752,150.84426,63,0.1,220.1,33.92,2021.0,11.0
1286043,Marayong,1,3,1,1115,House,7706,30992,2.72,-33.74925,150.89081,39,0.1,220.1,32.22,2021.0,11.0
835000,Terrigal,2,4,2,789,House,11349,38168,8.691,-33.44581,151.42873,68,1.5,166.6,50.75,2018.0,7.0
707500,Oran Park,2,4,2,375,House,4765,50336,13.744,-33.99074,150.74247,81,0.75,166.4,45.41,2019.0,11.0
3613000,Elanora Heights,3,5,2,596,House,4357,44460,3.877,-33.70172,151.27318,105,0.1,197.9,19.05,2021.0,5.0
2511000,Turramurra,3,5,2,900,House,11919,49920,6.001,-33.73444,151.12793,183,1.5,167.6,16.36,2016.0,11.0
1900000,Chain Valley Bay,3,3,2,556,House,2459,24596,5.598,-33.16376,151.57299,20,0.1,220.1,84.79,2021.0,10.0
2000000,Killcare Heights,3,5,2,899,House,745,40716,2.146,-33.52256,151.37418,127,0.1,183.1,40.94,2021.0,1.0
3100000,Annandale,2,5,1,291,House,9451,60424,1.493,-33.87982,151.16973,24,0.1,220.1,4.06,2021.0,12.0
2300000,Blackwall,3,4,2,960,House,1888,31148,1.143,-33.50518,151.33518,80,1.77,155.2,41.58,2016.0,5.0
685000,Yagoona,2,4,1,480,House,18013,24284,4.618,-33.90422,151.02148,44,1.5,153.5,17.96,2019.0,4.0
1550000,Killcare Heights,2,4,5,7008,House,745,40716,2.146,-33.52256,151.37418,127,0.11,172.6,40.94,2020.0,11.0
1300000,Blakehurst,2,4,1,467,House,6219,37700,2.313,-33.99061,151.10947,37,1.5,174.2,16.73,2017.0,7.0
1850000,Marsfield,2,3,1,461,House,13297,32448,3.863,-33.77752,151.10509,87,0.1,210.1,13.73,2021.0,10.0
2430000,Potts Point,3,3,0,132,Terrace,9423,69160,0.62,-33.86528,151.22607,7,0.1,220.1,1.5,2021.0,11.0
1890000,East Lindfield,3,4,4,1328,House,3711,47788,2.331,-33.76741,151.18832,107,2.0,155.2,11.02,2016.0,12.0
2050000,Green Valley,3,9,2,1466,House,12516,26312,3.215,-33.90263,150.86967,73,0.1,220.1,31.75,2021.0,12.0
1165000,Toongabbie,2,5,5,556,House,14337,34996,4.733,-33.79196,150.9468,39,0.1,220.1,25.67,2021.0,12.0
1520000,Burwood Heights,2,6,4,658,House,989,32292,0.226,-33.8894,151.10403,47,1.5,160.5,10.16,2018.0,10.0
620000,Casula,1,3,2,390,Semi-Detached,15662,30368,7.072,-33.95198,150.89671,44,1.5,166.6,30.52,2018.0,6.0
940000,Kingsgrove,1,2,1,493,House,12446,30576,4.491,-33.93971,151.09956,19,1.0,166.4,13.14,2019.0,10.0
1355000,Pendle Hill,3,5,2,362,House,7247,30680,1.964,-33.80402,150.95535,52,0.1,220.1,24.52,2021.0,11.0
705000,Bateau Bay,2,3,1,525,House,12146,30316,6.938,-33.38486,151.47128,31,1.28,159.0,58.53,2019.0,6.0
3258000,Dundas,3,5,2,325,Duplex,4740,32188,1.347,-33.80329,151.04263,30,0.1,220.1,16.94,2021.0,11.0
1500000,Rozelle,1,2,0,139,House,8725,75764,1.834,-33.86465,151.17428,17,0.25,172.6,3.3,2020.0,9.0
6200000,Balgowlah Heights,2,4,2,682,House,3342,59228,1.684,-33.8077,151.26552,79,0.1,220.1,8.19,2021.0,11.0
1570000,Rydalmere,1,3,2,504,House,6642,33540,3.8,-33.81378,151.03784,13,0.1,220.1,16.91,2021.0,10.0
1720000,Telopea,2,4,1,639,House,5426,29536,1.511,-33.79475,151.04194,70,0.1,220.1,17.4,2021.0,11.0
2850000,Caringbah,3,6,2,1714,House,11658,42380,4.089,-34.03534,151.12423,22,0.1,197.9,20.47,2021.0,5.0
806000,Cobbitty,2,5,2,503,House,2063,43576,52.164,-33.99798,150.67997,66,1.5,176.6,51.16,2017.0,11.0
4475000,Centennial Park,4,5,2,519,House,2376,65936,2.23,-33.89787,151.23244,38,1.5,176.6,4.19,2017.0,11.0
1900000,Ermington,2,4,2,645,House,10737,33644,4.135,-33.8105,151.06162,40,0.1,220.1,15.0,2021.0,10.0
1720000,Greystanes,4,6,4,809,House,22802,33800,8.969,-33.82378,150.93855,62,1.0,166.4,25.53,2019.0,9.0
585000,Ingleburn,2,3,1,225,Duplex,15039,33124,12.454,-34.0051,150.8581,41,1.28,159.0,36.04,2019.0,6.0
1800000,Burwood,2,3,3,2139,Apartment / Unit / Flat,16030,24856,2.435,-33.87838,151.10412,33,1.5,169.8,9.9,2018.0,3.0
1140000,Gordon,2,2,2,127,Apartment / Unit / Flat,7668,44564,3.789,-33.75743,151.15575,117,0.1,220.1,12.96,2021.0,11.0
1130000,Kings Langley,2,4,4,705,House,9353,42900,3.667,-33.75075,150.93583,81,1.5,176.6,28.37,2017.0,5.0
1816000,North Turramurra,3,5,3,1473,House,4257,42484,11.614,-33.69054,151.15407,169,0.25,167.6,20.05,2020.0,6.0
3170000,Naremburn,2,4,0,323,House,5884,67184,1.25,-33.81731,151.20149,77,0.1,210.1,5.36,2021.0,7.0
1700000,Botany,3,4,1,490,House,10817,46800,3.211,-33.94907,151.19881,6,1.5,169.8,9.37,2018.0,3.0
1730000,Earlwood,1,3,1,246,House,17741,35412,5.609,-33.92492,151.13127,33,0.1,220.1,9.84,2021.0,10.0
670000,South Wentworthville,2,3,2,227,Townhouse,6197,32032,1.809,-33.82166,150.97206,29,1.5,169.8,22.54,2018.0,4.0
3870000,St Ives,2,5,2,942,House,17300,48464,14.264,-33.72491,151.16978,167,0.1,220.1,15.99,2021.0,10.0
1470500,Daceyville,1,3,2,304,House,1209,20800,0.488,-33.9289,151.22527,25,0.25,167.6,7.21,2020.0,8.0
2925000,North Turramurra,3,5,2,2289,House,4257,42484,11.614,-33.69054,151.15407,169,0.25,165.9,20.05,2020.0,5.0
3120000,Illawong,3,5,4,2055,House,7271,44096,4.76,-33.99893,151.04011,79,0.1,210.1,21.6,2021.0,7.0
1060000,Alexandria,2,3,2,126,Apartment / Unit / Flat,8262,69732,3.516,-33.9082,151.19191,9,0.1,220.1,5.06,2021.0,11.0
1100000,Carlingford,1,3,3,885,House,24394,33696,8.528,-33.77523,151.0454,102,1.5,153.5,18.2,2019.0,4.0
2050000,Epping,2,4,2,784,House,23688,37024,6.838,-33.77377,151.07681,101,0.1,220.1,15.95,2021.0,12.0
1800000,Campsie,1,3,1,633,House,24541,25272,3.373,-33.91457,151.10339,35,0.1,220.1,11.28,2021.0,12.0
1110000,Menai,1,3,2,287,Duplex,10304,43836,12.944,-34.0025,151.00275,66,0.1,220.1,24.47,2021.0,11.0
2000000,Hurstville,3,5,2,360,Duplex,29822,25116,4.226,-33.96268,151.1006,64,0.1,183.1,14.81,2021.0,2.0
1262000,Elizabeth Hills,3,4,1,300,House,2535,39468,1.123,-33.90019,150.84825,49,0.1,220.1,33.68,2021.0,11.0
1350000,Caddens,3,4,2,565,House,1475,33540,1.693,-33.77096,150.73268,50,0.1,210.1,45.4,2021.0,6.0
2020000,Kogarah,3,4,2,436,House,15124,34996,2.608,-33.96814,151.13537,27,1.5,172.7,13.34,2017.0,2.0
1450000,Ettalong Beach,2,4,4,664,House,4793,25792,1.777,-33.51595,151.33432,6,0.1,220.1,40.41,2021.0,10.0
2877500,Bilgola Plateau,2,4,2,748,House,3518,46956,1.392,-33.64514,151.3159,124,0.1,210.1,26.3,2021.0,6.0
1225000,Marsden Park,2,4,2,450,House,1008,32500,23.354,-33.69979,150.81845,36,0.1,197.9,40.63,2021.0,12.0
1160000,Parklea,2,4,2,600,House,3465,43004,1.061,-33.72521,150.91722,81,0.1,197.9,31.23,2021.0,4.0
1950000,Allambie Heights,2,4,4,740,House,7009,40404,6.675,-33.7702,151.24964,92,0.1,183.1,11.16,2020.0,12.0
1100000,Parramatta,1,3,3,695,House,25798,39260,5.26,-33.81479,151.00875,33,1.5,169.8,19.44,2018.0,5.0
510000,Narellan Vale,1,3,1,306,House,7193,40352,2.481,-34.05177,150.74372,98,1.02,159.0,47.8,2019.0,7.0
1785000,Rydalmere,4,5,1,310,Semi-Detached,6642,33540,3.8,-33.81378,151.03784,13,0.1,220.1,16.91,2021.0,11.0
2000000,North Epping,3,4,2,739,House,4526,45344,2.333,-33.75872,151.09416,98,0.1,220.1,15.94,2021.0,12.0
1780000,West Ryde,2,3,2,253,Villa,13394,38584,3.566,-33.8063,151.08417,35,0.1,220.1,13.34,2021.0,11.0
4000000,Forest Lodge,2,9,0,580,House,4583,55276,0.445,-33.88032,151.18079,16,0.1,220.1,3.18,2021.0,12.0
3700000,Sydney,3,4,2,226,Apartment / Unit / Flat,17252,35412,2.94,-33.86794,151.20998,65,0.25,172.6,0.31,2020.0,9.0
1020000,Hinchinbrook,3,6,3,781,House,11222,30732,3.228,-33.91752,150.86179,36,1.5,169.8,32.72,2018.0,12.0
2880000,West Ryde,2,5,2,682,House,13394,38584,3.566,-33.8063,151.08417,35,0.1,220.1,13.34,2021.0,12.0
1414000,Eastlakes,2,2,1,108,Apartment / Unit / Flat,6912,25740,2.003,-33.93108,151.21145,18,0.1,210.1,7.32,2021.0,8.0
1250000,Erina,3,6,3,520,House,4774,28340,5.147,-33.43758,151.38853,19,0.1,220.1,50.24,2021.0,12.0
1360000,Kingsgrove,2,5,2,442,House,12446,30576,4.491,-33.93971,151.09956,19,0.1,220.1,13.14,2021.0,12.0
2575000,Chittaway Point,3,5,6,967,House,941,34320,1.624,-33.32251,151.44816,5,0.1,197.9,64.12,2021.0,11.0
6350000,Bronte,4,5,3,572,House,6733,65572,1.331,-33.90426,151.26358,71,1.5,171.9,6.59,2017.0,12.0
2350000,Tempe,2,4,1,354,House,3556,41600,1.854,-33.92488,151.16476,12,0.1,197.9,7.83,2021.0,3.0
670000,Rooty Hill,3,3,2,733,House,14704,33176,6.808,-33.77213,150.845,43,1.52,159.3,35.32,2016.0,8.0
800000,Engadine,1,3,1,173,Villa,17375,41756,9.233,-34.05778,151.01793,147,0.75,166.4,27.77,2019.0,11.0
1870000,Daceyville,1,3,1,310,House,1209,20800,0.488,-33.9289,151.22527,25,0.1,220.1,7.21,2021.0,12.0
1000000,Mount Druitt,2,5,2,1012,House,16726,26000,6.256,-33.76791,150.8136,48,0.1,210.1,38.24,2021.0,8.0
1290000,Westleigh,2,2,1,392,Semi-Detached,4456,44044,3.821,-33.70912,151.07001,168,0.1,210.1,21.62,2021.0,6.0
2400000,Wamberal,3,5,13,10000,House,6550,41496,8.769,-33.41339,151.43838,95,0.1,220.1,54.41,2021.0,11.0
800000,Dulwich Hill,1,2,1,85,Apartment / Unit / Flat,13715,47528,2.122,-33.9047,151.13884,32,1.5,176.6,7.9,2017.0,5.0
1235000,Fairfield Heights,3,4,2,512,House,7517,20696,1.474,-33.86713,150.94148,34,0.1,197.9,24.84,2021.0,4.0
3125000,Burraneer,3,4,2,582,House,3584,52728,1.448,-34.062,151.13762,24,0.1,210.1,22.83,2021.0,8.0
2280000,Eastwood,2,4,1,1081,House,17865,30368,5.194,-33.78849,151.08514,75,0.1,183.1,14.34,2021.0,2.0
483000,Marsden Park,0,0,0,461,Vacant land,1008,32500,23.354,-33.69979,150.81845,36,0.25,167.6,40.63,2020.0,8.0
2130000,Elanora Heights,3,4,2,835,House,4357,44460,3.877,-33.70172,151.27318,105,0.1,220.1,19.05,2021.0,11.0
753000,Camden,1,3,1,842,House,3230,37492,4.638,-34.05877,150.69373,82,1.5,176.6,52.32,2017.0,5.0
2175000,Haberfield,2,3,3,633,House,6457,41652,2.383,-33.87968,151.1391,21,1.5,167.6,6.75,2016.0,10.0
675100,Lane Cove,1,1,1,97,Apartment / Unit / Flat,10817,58084,2.58,-33.81806,151.16504,57,0.1,197.9,6.67,2021.0,3.0
2530000,Ryde,4,6,2,854,House,26499,39312,7.096,-33.8078,151.11399,58,1.5,153.5,10.92,2019.0,5.0
1285000,Riverwood,3,5,2,525,House,12103,23764,3.838,-33.9451,151.05302,15,0.1,210.1,17.01,2021.0,8.0
3200000,East Ryde,2,4,2,607,House,2454,46800,1.093,-33.8103,151.13555,45,0.1,220.1,9.19,2021.0,11.0
1392000,Tascott,3,5,2,639,House,1602,36868,2.129,-33.45183,151.31618,4,0.1,210.1,46.89,2021.0,10.0
1238000,Collaroy Plateau,1,4,2,417,House,4767,45500,1.22,-33.73128,151.28955,96,1.52,159.3,16.58,2016.0,11.0
3250000,Daleys Point,4,6,4,1728,House,681,26936,1.339,-33.50408,151.35585,115,0.1,220.1,42.27,2021.0,11.0
2271000,Baulkham Hills,3,5,6,1606,House,37050,41288,16.003,-33.74634,150.98287,93,0.1,220.1,24.81,2021.0,9.0
750000,Glenbrook,2,3,1,692,House,5051,43992,6.995,-33.76592,150.62573,199,1.5,169.8,55.19,2018.0,3.0
1050000,Leonay,3,4,2,834,House,2518,46852,2.47,-33.76836,150.64974,42,0.11,172.6,52.96,2020.0,11.0
2895000,Oatley,3,6,3,1012,House,10486,45084,4.374,-33.98228,151.07156,23,0.75,166.4,18.23,2019.0,11.0
800000,Marsden Park,2,4,1,301,House,1008,32500,23.354,-33.69979,150.81845,36,0.1,197.9,40.63,2021.0,4.0
2500000,Ramsgate Beach,3,5,2,922,House,1660,39624,0.403,-33.98256,151.14633,6,1.5,167.6,14.29,2016.0,9.0
2400000,Gladesville,2,3,2,308,House,11827,48568,3.507,-33.82789,151.12645,46,0.11,172.6,8.76,2020.0,11.0
1400000,Kogarah,1,3,2,449,House,15124,34996,2.608,-33.96814,151.13537,27,1.5,172.7,13.34,2017.0,2.0
3140000,Maroubra,2,4,2,439,House,30688,40248,5.923,-33.94543,151.24625,32,0.1,220.1,9.52,2021.0,11.0
1250000,Forestville,2,5,2,696,House,8329,39884,4.687,-33.76172,151.21039,130,1.5,153.5,11.47,2019.0,5.0
9200000,Centennial Park,4,6,2,904,House,2376,65936,2.23,-33.89787,151.23244,38,0.25,165.9,4.19,2020.0,4.0
1800000,Oatlands,3,5,2,961,House,5660,36660,2.462,-33.79508,151.02527,54,1.5,174.2,18.77,2017.0,12.0
1020000,Bligh Park,2,4,2,1281,House,6366,41288,2.115,-33.63844,150.80041,22,1.5,160.5,45.52,2018.0,11.0
488000,Mannering Park,1,3,4,639,House,2472,28964,7.129,-33.16376,151.5404,7,1.5,172.7,83.63,2017.0,2.0
2000000,Tempe,2,3,4,487,House,3556,41600,1.854,-33.92488,151.16476,12,0.1,220.1,7.83,2021.0,12.0
700000,Buff Point,2,3,2,702,House,3511,27456,2.094,-33.22787,151.53669,15,1.5,169.8,76.92,2018.0,11.0
1000000,Regents Park,2,3,3,489,House,4926,24908,1.987,-33.88245,151.02748,39,0.1,183.1,16.99,2021.0,12.0
1290000,Campsie,3,3,2,309,House,24541,25272,3.373,-33.91457,151.10339,35,1.5,171.9,11.28,2017.0,12.0
6310000,Dee Why,2,4,2,632,House,21518,44980,3.049,-33.75117,151.29037,15,0.1,220.1,14.67,2021.0,10.0
1400000,Warriewood,0,0,0,646,Vacant land,7501,45552,4.195,-33.68907,151.29762,8,0.75,169.6,21.15,2020.0,1.0
500000,Gorokan,2,3,2,506,House,8367,26468,3.087,-33.25377,151.50567,14,0.76,166.4,73.16,2019.0,10.0
450000,Penrith,1,1,1,72,Apartment / Unit / Flat,13295,32240,12.202,-33.74515,150.68955,26,0.1,197.9,49.99,2021.0,5.0
1460000,Copacabana,2,4,2,727,House,2735,39312,1.996,-33.48638,151.43476,19,0.1,220.1,46.9,2021.0,10.0
732000,Prestons,2,4,2,450,House,15313,36244,9.215,-33.94155,150.87334,28,1.02,159.0,32.26,2019.0,7.0
871000,Toongabbie,3,4,1,240,Duplex,14337,34996,4.733,-33.79196,150.9468,39,0.1,183.1,25.67,2021.0,11.0
1800000,South Wentworthville,1,3,4,1239,House,6197,32032,1.809,-33.82166,150.97206,29,1.5,171.9,22.54,2017.0,12.0
550000,Springwood,4,5,1,1113,House,8475,37544,19.395,-33.69209,150.57478,370,0.75,166.4,61.88,2019.0,11.0
1203000,Woronora,2,3,1,581,House,2201,45708,1.881,-34.02316,151.04252,84,0.1,210.1,23.38,2021.0,8.0
1075000,Wyongah,2,5,3,626,House,2020,32448,1.068,-33.27022,151.48554,22,0.1,220.1,70.78,2021.0,12.0
815000,Prospect,3,5,2,558,House,4716,37544,13.776,-33.81244,150.90067,57,1.5,174.2,29.21,2017.0,7.0
1165000,Rooty Hill,2,4,2,529,House,14704,33176,6.808,-33.77213,150.845,43,0.1,220.1,35.32,2021.0,10.0
850000,North Gosford,4,6,3,683,House,3700,32708,1.916,-33.41886,151.35564,25,1.5,169.8,51.31,2018.0,3.0
1420000,Peakhurst,2,4,1,740,House,10539,31876,3.707,-33.96181,151.05799,48,0.1,220.1,17.67,2021.0,11.0
1575000,West Pennant Hills,2,4,2,314,Semi-Detached,16374,45500,9.292,-33.74763,151.03335,109,0.1,220.1,20.91,2021.0,10.0
2100500,Campsie,1,3,3,1011,House,24541,25272,3.373,-33.91457,151.10339,35,0.75,169.6,11.28,2019.0,12.0
1950000,Pyrmont,3,3,1,140,Apartment / Unit / Flat,12813,57772,0.933,-33.86923,151.19249,27,1.5,172.7,1.67,2017.0,2.0
1075000,Rouse Hill,2,4,2,637,House,7965,45812,10.638,-33.67757,150.91278,45,0.11,172.6,34.5,2020.0,11.0
1135000,Claremont Meadows,2,4,2,550,House,4776,41704,3.04,-33.7743,150.75296,43,0.1,220.1,43.49,2021.0,11.0
4700000,Curl Curl,2,5,2,499,House,2414,53612,1.276,-33.76971,151.28907,19,0.11,172.6,12.88,2020.0,11.0
2025000,Ermington,1,3,4,923,House,10737,33644,4.135,-33.8105,151.06162,40,0.1,220.1,15.0,2021.0,11.0
3600000,Barangaroo,2,2,2,120,Apartment / Unit / Flat,189,97500,0.223,-33.86055,151.20159,7,1.5,174.2,0.92,2017.0,8.0
1486000,Elizabeth Hills,2,5,2,620,House,2535,39468,1.123,-33.90019,150.84825,49,0.1,183.1,33.68,2021.0,2.0
2090000,North Epping,2,4,2,986,House,4526,45344,2.333,-33.75872,151.09416,98,1.5,172.7,15.94,2017.0,2.0
905000,Chipping Norton,2,4,1,740,House,9001,35880,7.133,-33.91492,150.95681,9,1.75,159.3,24.05,2016.0,7.0
1378000,Bossley Park,3,5,2,749,House,14585,25012,4.536,-33.86202,150.88392,56,0.1,220.1,30.17,2021.0,11.0
2760000,Kingsgrove,6,6,5,468,House,12446,30576,4.491,-33.93971,151.09956,19,0.1,220.1,13.14,2021.0,11.0
2130000,Naremburn,3,4,2,335,House,5884,67184,1.25,-33.81731,151.20149,77,1.5,169.8,5.36,2018.0,3.0
1990000,Naremburn,1,3,0,316,House,5884,67184,1.25,-33.81731,151.20149,77,1.5,171.9,5.36,2018.0,2.0
3530000,Paddington,2,2,0,127,House,12911,73944,1.627,-33.88334,151.22781,53,0.1,220.1,2.61,2021.0,11.0
1360000,Abbotsbury,2,4,2,699,House,4253,37492,4.979,-33.86513,150.85951,83,0.1,183.1,32.42,2021.0,2.0
2100000,Camperdown,3,3,2,385,House,10341,46228,1.517,-33.88889,151.18298,36,1.75,159.3,3.63,2016.0,7.0
439000,Gorokan,1,3,1,467,House,8367,26468,3.087,-33.25377,151.50567,14,1.5,176.6,73.16,2017.0,3.0
2585000,Cronulla,2,3,2,309,Townhouse,18070,52364,3.872,-34.05635,151.15411,17,0.1,220.1,21.83,2021.0,11.0
1035000,Berala,2,4,1,533,House,9049,24544,2.128,-33.87461,151.03345,34,0.1,210.1,16.36,2021.0,8.0
3942000,Roseville,3,4,3,1100,House,10082,51896,3.923,-33.78256,151.18105,89,0.1,220.1,9.54,2021.0,10.0
1031275,Quakers Hill,3,4,2,650,House,27080,40196,9.727,-33.72826,150.88995,40,0.11,172.6,33.29,2020.0,11.0
1350000,Narwee,2,4,1,405,House,5618,27404,1.267,-33.9472,151.06843,42,0.1,220.1,15.94,2021.0,10.0
2350000,Bella Vista,3,5,2,711,House,7837,43784,3.8,-33.74234,150.95464,101,0.1,220.1,27.28,2021.0,11.0
355000,Marsden Park,0,0,0,300,Vacant land,1008,32500,23.354,-33.69979,150.81845,36,1.5,153.5,40.63,2019.0,5.0
2220000,Normanhurst,2,5,2,878,House,5290,38688,2.191,-33.72338,151.09579,180,0.1,210.1,18.95,2021.0,8.0
1105000,Glenmore Park,2,4,2,813,House,23004,45916,9.74,-33.79317,150.68049,54,0.1,220.1,49.65,2021.0,12.0
1670000,Camden Park,3,6,4,930,House,2238,50284,10.373,-34.0946,150.71838,95,0.1,220.1,52.06,2021.0,11.0
925000,Picnic Point,3,5,2,350,House,6160,40560,3.859,-33.97301,151.00632,33,2.0,155.2,22.31,2016.0,3.0
1790000,Surry Hills,2,3,0,53,House,16412,60320,1.316,-33.88447,151.21001,36,0.1,220.1,2.14,2021.0,10.0
1580000,Chatswood,2,4,1,599,House,24913,38324,5.01,-33.7958,151.18087,108,1.5,160.5,8.15,2018.0,10.0
1910000,Telopea,2,3,2,910,House,5426,29536,1.511,-33.79475,151.04194,70,0.1,210.1,17.4,2021.0,6.0
2600000,Maroubra,1,4,3,500,House,30688,40248,5.923,-33.94543,151.24625,32,0.43,165.9,9.52,2020.0,3.0
1145000,Emu Plains,2,4,2,700,House,8421,37388,8.25,-33.74635,150.66375,22,0.1,197.9,52.26,2021.0,5.0
2005000,Lugarno,2,4,2,613,House,5606,40768,2.679,-33.98105,151.04426,47,0.1,220.1,20.0,2021.0,10.0
450000,Niagara Park,1,3,1,355,House,2743,33384,4.78,-33.37876,151.34724,120,1.5,167.6,55.43,2016.0,9.0
1505000,Condell Park,4,5,3,1309,House,11574,25428,3.895,-33.92599,151.00978,30,1.5,176.6,19.7,2017.0,3.0
2850000,Wheeler Heights,3,5,3,944,House,2986,42848,0.852,-33.72851,151.28144,72,0.1,220.1,16.54,2021.0,10.0
1235000,Kincumber,3,4,2,604,House,7093,29432,9.914,-33.47252,151.40208,24,0.1,220.1,47.05,2021.0,10.0
925000,Umina Beach,2,3,1,520,House,16733,29380,6.988,-33.5194,151.31264,8,0.1,197.9,39.51,2021.0,4.0
2800000,Bella Vista,4,5,3,863,House,7837,43784,3.8,-33.74234,150.95464,101,0.1,220.1,27.28,2021.0,10.0
1060000,Silverwater,1,3,1,690,House,4166,37024,2.7,-33.83414,151.04521,7,1.5,176.6,15.62,2017.0,3.0
1098500,Schofields,2,4,2,350,House,4983,42744,13.875,-33.70583,150.8735,29,0.1,220.1,35.82,2021.0,12.0
2030000,Cherrybrook,2,4,2,910,House,18765,39936,8.26,-33.72178,151.04593,156,0.1,220.1,21.99,2021.0,10.0
580000,Killarney Vale,1,3,2,613,House,7216,30108,3.018,-33.36629,151.4607,8,0.25,167.6,60.03,2020.0,6.0
1078000,Villawood,1,2,3,803,House,6032,19812,3.926,-33.88432,150.98067,23,0.1,220.1,21.31,2021.0,9.0
